"Points:0","Points:1","Points:2","disp:0","disp:1","ids"
0.15237,0.013097,0,0.0069483,0.0031371,1334
0.15444,0.013113,0,0.0070341,0.0031525,1335
0.15652,0.013128,0,0.0071199,0.0031675,1336
0.1586,0.013142,0,0.0072057,0.0031822,1337
0.16068,0.013157,0,0.0072916,0.0031966,1338
0.16276,0.013171,0,0.0073774,0.0032107,1339
0.16483,0.013185,0,0.0074632,0.0032244,1340
0.16691,0.013198,0,0.0075491,0.0032378,1341
0.16899,0.013211,0,0.0076349,0.0032509,1342
0.17107,0.013224,0,0.0077208,0.0032638,1343
0.17315,0.013236,0,0.0078067,0.0032763,1344
0.17522,0.013249,0,0.0078926,0.0032886,1345
0.1773,0.013261,0,0.0079786,0.0033005,1346
0.17938,0.013272,0,0.0080646,0.0033122,1347
0.18146,0.013284,0,0.0081505,0.0033236,1348
0.18354,0.013295,0,0.0082366,0.0033348,1349
0.18561,0.013306,0,0.0083226,0.0033457,1350
0.18769,0.013317,0,0.0084087,0.0033564,1351
0.18977,0.013327,0,0.0084948,0.0033668,1352
0.19185,0.013337,0,0.008581,0.0033769,1353
0.19393,0.013347,0,0.0086671,0.0033869,1354
0.196,0.013357,0,0.0087534,0.0033965,1355
0.19808,0.013366,0,0.0088396,0.003406,1356
0.20016,0.013375,0,0.0089259,0.0034153,1357
0.20224,0.013384,0,0.0090122,0.0034243,1358
0.20432,0.013393,0,0.0090986,0.0034331,1359
0.2064,0.013402,0,0.009185,0.0034417,1360
0.20847,0.01341,0,0.0092715,0.0034501,1361
0.21055,0.013418,0,0.009358,0.0034583,1362
0.21263,0.013426,0,0.0094445,0.0034663,1363
0.21471,0.013434,0,0.0095311,0.0034741,1364
0.21679,0.013442,0,0.0096178,0.0034817,1365
0.21887,0.013449,0,0.0097045,0.0034892,1366
0.22095,0.013457,0,0.0097912,0.0034964,1367
0.22303,0.013464,0,0.009878,0.0035035,1368
0.2251,0.013471,0,0.0099648,0.0035104,1369
0.22718,0.013477,0,0.010052,0.0035171,1370
0.22926,0.013484,0,0.010139,0.0035237,1371
0.23134,0.01349,0,0.010226,0.0035301,1372
0.23342,0.013497,0,0.010313,0.0035364,1373
0.2355,0.013503,0,0.0104,0.0035424,1374
0.23758,0.013509,0,0.010487,0.0035484,1375
0.23966,0.013514,0,0.010574,0.0035542,1376
0.24174,0.01352,0,0.010661,0.0035598,1377
0.24382,0.013525,0,0.010749,0.0035653,1378
0.2459,0.013531,0,0.010836,0.0035707,1379
0.24798,0.013536,0,0.010923,0.0035759,1380
0.25005,0.013541,0,0.011011,0.003581,1381
0.25213,0.013546,0,0.011098,0.003586,1382
0.25421,0.013551,0,0.011186,0.0035908,1383
0.25629,0.013556,0,0.011273,0.0035956,1384
0.25837,0.01356,0,0.011361,0.0036002,1385
0.26045,0.013565,0,0.011449,0.0036046,1386
0.26253,0.013569,0,0.011537,0.003609,1387
0.26461,0.013573,0,0.011625,0.0036132,1388
0.26669,0.013578,0,0.011712,0.0036174,1389
0.26877,0.013582,0,0.0118,0.0036214,1390
0.27085,0.013586,0,0.011888,0.0036253,1391
0.27293,0.013589,0,0.011976,0.0036292,1392
0.27501,0.013593,0,0.012065,0.0036329,1393
0.27709,0.013597,0,0.012153,0.0036365,1394
0.27917,0.0136,0,0.012241,0.0036401,1395
0.28125,0.013604,0,0.012329,0.0036435,1396
0.28333,0.013607,0,0.012418,0.0036468,1397
0.28541,0.01361,0,0.012506,0.0036501,1398
0.28749,0.013613,0,0.012594,0.0036533,1399
0.28958,0.013617,0,0.012683,0.0036564,1400
0.29166,0.01362,0,0.012771,0.0036594,1401
0.29374,0.013622,0,0.01286,0.0036623,1402
0.29582,0.013625,0,0.012949,0.0036652,1403
0.2979,0.013628,0,0.013037,0.003668,1404
0.29998,0.013631,0,0.013126,0.0036707,1405
0.30206,0.013633,0,0.013215,0.0036733,1406
0.30414,0.013636,0,0.013304,0.0036759,1407
0.30622,0.013639,0,0.013393,0.0036784,1408
0.3083,0.013641,0,0.013482,0.0036808,1409
0.31038,0.013643,0,0.013571,0.0036832,1410
0.31246,0.013646,0,0.01366,0.0036855,1411
0.31455,0.013648,0,0.013749,0.0036878,1412
0.31663,0.01365,0,0.013838,0.00369,1413
0.31871,0.013652,0,0.013927,0.0036921,1414
0.32079,0.013654,0,0.014017,0.0036942,1415
0.32287,0.013656,0,0.014106,0.0036963,1416
0.32495,0.013658,0,0.014195,0.0036983,1417
0.32703,0.01366,0,0.014285,0.0037002,1418
0.32912,0.013662,0,0.014374,0.0037021,1419
0.3312,0.013664,0,0.014464,0.003704,1420
0.33328,0.013666,0,0.014554,0.0037058,1421
0.33536,0.013668,0,0.014643,0.0037076,1422
0.33744,0.013669,0,0.014733,0.0037093,1423
0.33952,0.013671,0,0.014823,0.003711,1424
0.34161,0.013673,0,0.014912,0.0037126,1425
0.34369,0.013674,0,0.015002,0.0037143,1426
0.34577,0.013676,0,0.015092,0.0037159,1427
0.34785,0.013678,0,0.015182,0.0037174,1428
0.34993,0.013679,0,0.015272,0.003719,1429
0.35202,0.013681,0,0.015362,0.0037205,1430
0.3541,0.013682,0,0.015452,0.0037219,1431
0.35618,0.013684,0,0.015542,0.0037234,1432
0.35826,0.013685,0,0.015633,0.0037248,1433
0.36034,0.013686,0,0.015723,0.0037262,1434
0.36243,0.013688,0,0.015813,0.0037276,1435
0.36451,0.013689,0,0.015903,0.003729,1436
0.36659,0.01369,0,0.015994,0.0037303,1437
0.36867,0.013692,0,0.016084,0.0037316,1438
0.37076,0.013693,0,0.016175,0.0037329,1439
0.37284,0.013694,0,0.016265,0.0037342,1440
0.37492,0.013696,0,0.016356,0.0037355,1441
0.377,0.013697,0,0.016446,0.0037368,1442
0.37909,0.013698,0,0.016537,0.0037381,1443
0.38117,0.013699,0,0.016627,0.0037393,1444
0.38325,0.013701,0,0.016718,0.0037406,1445
0.38533,0.013702,0,0.016809,0.0037418,1446
0.38742,0.013703,0,0.0169,0.0037431,1447
0.3895,0.013704,0,0.01699,0.0037443,1448
0.39158,0.013706,0,0.017081,0.0037455,1449
0.39367,0.013707,0,0.017172,0.0037468,1450
0.39575,0.013708,0,0.017263,0.003748,1451
0.39783,0.013709,0,0.017354,0.0037492,1452
0.39992,0.013711,0,0.017445,0.0037505,1453
0.402,0.013712,0,0.017536,0.0037517,1454
0.40408,0.013713,0,0.017627,0.0037529,1455
0.40616,0.013714,0,0.017718,0.0037542,1456
0.40825,0.013716,0,0.01781,0.0037554,1457
0.41033,0.013717,0,0.017901,0.0037567,1458
0.41241,0.013718,0,0.017992,0.003758,1459
0.4145,0.013719,0,0.018083,0.0037593,1460
0.41658,0.013721,0,0.018175,0.0037606,1461
0.41866,0.013722,0,0.018266,0.0037619,1462
0.42075,0.013723,0,0.018357,0.0037632,1463
0.42283,0.013725,0,0.018449,0.0037645,1464
0.42491,0.013726,0,0.01854,0.0037659,1465
0.427,0.013727,0,0.018631,0.0037672,1466
0.42908,0.013729,0,0.018723,0.0037686,1467
0.43117,0.01373,0,0.018814,0.00377,1468
0.43325,0.013732,0,0.018906,0.0037715,1469
0.43533,0.013733,0,0.018998,0.0037729,1470
0.43742,0.013735,0,0.019089,0.0037744,1471
0.4395,0.013736,0,0.019181,0.0037759,1472
0.44158,0.013738,0,0.019272,0.0037774,1473
0.44367,0.013739,0,0.019364,0.0037789,1474
0.44575,0.013741,0,0.019456,0.0037805,1475
0.44783,0.013742,0,0.019548,0.003782,1476
0.44992,0.013744,0,0.019639,0.0037837,1477
0.452,0.013745,0,0.019731,0.0037853,1478
0.45409,0.013747,0,0.019823,0.003787,1479
0.45617,0.013749,0,0.019915,0.0037887,1480
0.45825,0.013751,0,0.020006,0.0037904,1481
0.46034,0.013752,0,0.020098,0.0037922,1482
0.46242,0.013754,0,0.02019,0.003794,1483
0.46451,0.013756,0,0.020282,0.0037958,1484
0.46659,0.013758,0,0.020374,0.0037976,1485
0.46867,0.01376,0,0.020466,0.0037995,1486
0.47076,0.013762,0,0.020558,0.0038015,1487
0.47284,0.013764,0,0.02065,0.0038034,1488
0.47492,0.013766,0,0.020742,0.0038054,1489
0.47701,0.013768,0,0.020834,0.0038074,1490
0.47909,0.01377,0,0.020926,0.0038095,1491
0.48118,0.013772,0,0.021018,0.0038116,1492
0.48326,0.013774,0,0.02111,0.0038137,1493
0.48534,0.013776,0,0.021202,0.0038159,1494
0.48743,0.013778,0,0.021294,0.0038181,1495
0.48951,0.013781,0,0.021386,0.0038204,1496
0.4916,0.013783,0,0.021478,0.0038226,1497
0.49368,0.013785,0,0.02157,0.003825,1498
0.49577,0.013787,0,0.021662,0.0038273,1499
0.49785,0.01379,0,0.021754,0.0038297,1500
0.49993,0.013792,0,0.021846,0.0038321,1501
0.50202,0.013795,0,0.021938,0.0038346,1502
0.5041,0.013797,0,0.02203,0.0038371,1503
0.50619,0.0138,0,0.022122,0.0038397,1504
0.50827,0.013802,0,0.022214,0.0038423,1505
0.51035,0.013805,0,0.022306,0.0038449,1506
0.51244,0.013808,0,0.022398,0.0038476,1507
0.51452,0.01381,0,0.02249,0.0038503,1508
0.51661,0.013813,0,0.022581,0.0038531,1509
0.51869,0.013816,0,0.022673,0.0038559,1510
0.52077,0.013819,0,0.022765,0.0038588,1511
0.52286,0.013822,0,0.022857,0.0038616,1512
0.0020973,0.012033,0,0.00010522,8.0603e-05,1513
0,0.011952,0,0,0,1514
0.0041973,0.012119,0,0.0002132,0.00016687,1515
0.0063001,0.012209,0,0.000324,0.00025667,1516
0.0084053,0.0123,0,0.00043717,0.00034776,1517
0.010512,0.01239,0,0.00055188,0.0004383,1518
0.012619,0.012479,0,0.00066727,0.00052703,1519
0.014727,0.012565,0,0.00078259,0.00061324,1520
0.016834,0.012649,0,0.00089729,0.00069661,1521
0.018939,0.012729,0,0.001011,0.00077703,1522
0.021044,0.012807,0,0.0011235,0.00085456,1523
0.023147,0.012881,0,0.0012348,0.00092928,1524
0.025249,0.012954,0,0.0013446,0.0010013,1525
0.02735,0.013023,0,0.0014531,0.0010709,1526
0.029449,0.01309,0,0.0015603,0.0011381,1527
0.031547,0.013155,0,0.0016663,0.001203,1528
0.033644,0.013218,0,0.001771,0.0012659,1529
0.035739,0.013279,0,0.0018746,0.0013267,1530
0.037834,0.013338,0,0.0019771,0.0013857,1531
0.039927,0.013395,0,0.0020785,0.0014429,1532
0.04202,0.013451,0,0.002179,0.0014984,1533
0.044111,0.013505,0,0.0022786,0.0015524,1534
0.046202,0.013557,0,0.0023773,0.0016047,1535
0.048292,0.013608,0,0.0024752,0.0016557,1536
0.050381,0.013657,0,0.0025724,0.0017052,1537
0.05247,0.013706,0,0.0026689,0.0017534,1538
0.054558,0.013753,0,0.0027647,0.0018004,1539
0.056645,0.013798,0,0.0028599,0.0018461,1540
0.058731,0.013843,0,0.0029545,0.0018906,1541
0.060817,0.013886,0,0.0030485,0.001934,1542
0.062903,0.013929,0,0.0031421,0.0019763,1543
0.064988,0.01397,0,0.0032351,0.0020176,1544
0.067073,0.01401,0,0.0033277,0.0020578,1545
0.069157,0.014049,0,0.0034198,0.0020971,1546
0.071241,0.014088,0,0.0035116,0.0021354,1547
0.073324,0.014125,0,0.0036029,0.0021728,1548
0.075407,0.014161,0,0.0036939,0.0022093,1549
0.07749,0.014197,0,0.0037846,0.0022449,1550
0.079572,0.014232,0,0.0038749,0.0022797,1551
0.081654,0.014266,0,0.003965,0.0023137,1552
0.083736,0.014299,0,0.0040547,0.0023469,1553
0.085818,0.014332,0,0.0041442,0.0023793,1554
0.087899,0.014363,0,0.0042335,0.002411,1555
0.08998,0.014394,0,0.0043225,0.002442,1556
0.092061,0.014424,0,0.0044113,0.0024722,1557
0.094141,0.014454,0,0.0044998,0.0025018,1558
0.096222,0.014483,0,0.0045882,0.0025307,1559
0.098302,0.014511,0,0.0046764,0.0025589,1560
0.10038,0.014539,0,0.0047644,0.0025865,1561
0.10246,0.014566,0,0.0048523,0.0026135,1562
0.10454,0.014592,0,0.00494,0.0026399,1563
0.10662,0.014618,0,0.0050275,0.0026657,1564
0.1087,0.014643,0,0.005115,0.0026909,1565
0.11078,0.014668,0,0.0052023,0.0027156,1566
0.11286,0.014692,0,0.0052895,0.0027397,1567
0.11494,0.014715,0,0.0053765,0.0027632,1568
0.11702,0.014738,0,0.0054635,0.0027863,1569
0.1191,0.014761,0,0.0055504,0.0028088,1570
0.12118,0.014783,0,0.0056372,0.0028309,1571
0.12325,0.014805,0,0.0057239,0.0028524,1572
0.12533,0.014826,0,0.0058106,0.0028735,1573
0.12741,0.014846,0,0.0058971,0.0028941,1574
0.12949,0.014866,0,0.0059836,0.0029143,1575
0.13157,0.014886,0,0.0060701,0.002934,1576
0.13365,0.014905,0,0.0061565,0.0029532,1577
0.13572,0.014924,0,0.0062429,0.0029721,1578
0.1378,0.014943,0,0.0063292,0.0029905,1579
0.13988,0.014961,0,0.0064155,0.0030085,1580
0.14196,0.014978,0,0.0065017,0.0030261,1581
0.14404,0.014996,0,0.0065879,0.0030434,1582
0.14612,0.015012,0,0.0066741,0.0030602,1583
0.14819,0.015029,0,0.0067603,0.0030767,1584
0.15027,0.015045,0,0.0068464,0.0030928,1585
0.15235,0.015061,0,0.0069326,0.0031085,1586
0.15443,0.015076,0,0.0070187,0.0031239,1587
0.15651,0.015091,0,0.0071048,0.0031389,1588
0.15859,0.015106,0,0.007191,0.0031536,1589
0.16066,0.01512,0,0.0072771,0.003168,1590
0.16274,0.015134,0,0.0073632,0.003182,1591
0.16482,0.015148,0,0.0074493,0.0031958,1592
0.1669,0.015161,0,0.0075354,0.0032092,1593
0.16898,0.015174,0,0.0076216,0.0032223,1594
0.17105,0.015187,0,0.0077077,0.0032351,1595
0.17313,0.0152,0,0.0077939,0.0032476,1596
0.17521,0.015212,0,0.0078801,0.0032599,1597
0.17729,0.015224,0,0.0079663,0.0032718,1598
0.17937,0.015236,0,0.0080525,0.0032835,1599
0.18145,0.015247,0,0.0081387,0.0032949,1600
0.18352,0.015258,0,0.008225,0.0033061,1601
0.1856,0.015269,0,0.0083112,0.003317,1602
0.18768,0.01528,0,0.0083976,0.0033276,1603
0.18976,0.01529,0,0.0084839,0.003338,1604
0.19184,0.0153,0,0.0085703,0.0033482,1605
0.19392,0.01531,0,0.0086567,0.0033581,1606
0.19599,0.01532,0,0.0087431,0.0033678,1607
0.19807,0.015329,0,0.0088296,0.0033772,1608
0.20015,0.015339,0,0.0089161,0.0033865,1609
0.20223,0.015348,0,0.0090026,0.0033955,1610
0.20431,0.015356,0,0.0090892,0.0034043,1611
0.20639,0.015365,0,0.0091758,0.0034129,1612
0.20847,0.015373,0,0.0092624,0.0034212,1613
0.21054,0.015382,0,0.0093491,0.0034294,1614
0.21262,0.01539,0,0.0094359,0.0034374,1615
0.2147,0.015397,0,0.0095226,0.0034452,1616
0.21678,0.015405,0,0.0096095,0.0034528,1617
0.21886,0.015412,0,0.0096963,0.0034602,1618
0.22094,0.01542,0,0.0097832,0.0034675,1619
0.22302,0.015427,0,0.0098702,0.0034745,1620
0.2251,0.015434,0,0.0099572,0.0034814,1621
0.22718,0.01544,0,0.010044,0.0034881,1622
0.22925,0.015447,0,0.010131,0.0034947,1623
0.23133,0.015453,0,0.010218,0.0035011,1624
0.23341,0.01546,0,0.010306,0.0035073,1625
0.23549,0.015466,0,0.010393,0.0035134,1626
0.23757,0.015472,0,0.01048,0.0035193,1627
0.23965,0.015477,0,0.010567,0.0035251,1628
0.24173,0.015483,0,0.010655,0.0035307,1629
0.24381,0.015488,0,0.010742,0.0035362,1630
0.24589,0.015494,0,0.01083,0.0035416,1631
0.24797,0.015499,0,0.010917,0.0035468,1632
0.25005,0.015504,0,0.011005,0.0035519,1633
0.25213,0.015509,0,0.011093,0.0035568,1634
0.25421,0.015514,0,0.01118,0.0035616,1635
0.25629,0.015519,0,0.011268,0.0035663,1636
0.25837,0.015523,0,0.011356,0.0035709,1637
0.26045,0.015528,0,0.011444,0.0035754,1638
0.26253,0.015532,0,0.011531,0.0035797,1639
0.26461,0.015536,0,0.011619,0.0035839,1640
0.26669,0.01554,0,0.011707,0.0035881,1641
0.26877,0.015544,0,0.011795,0.0035921,1642
0.27085,0.015548,0,0.011884,0.003596,1643
0.27293,0.015552,0,0.011972,0.0035998,1644
0.27501,0.015556,0,0.01206,0.0036035,1645
0.27709,0.015559,0,0.012148,0.0036071,1646
0.27917,0.015563,0,0.012237,0.0036106,1647
0.28125,0.015566,0,0.012325,0.003614,1648
0.28333,0.01557,0,0.012413,0.0036174,1649
0.28541,0.015573,0,0.012502,0.0036206,1650
0.28749,0.015576,0,0.01259,0.0036238,1651
0.28957,0.015579,0,0.012679,0.0036269,1652
0.29165,0.015582,0,0.012768,0.0036299,1653
0.29373,0.015585,0,0.012856,0.0036328,1654
0.29581,0.015588,0,0.012945,0.0036356,1655
0.29789,0.015591,0,0.013034,0.0036384,1656
0.29998,0.015593,0,0.013123,0.0036411,1657
0.30206,0.015596,0,0.013211,0.0036437,1658
0.30414,0.015598,0,0.0133,0.0036462,1659
0.30622,0.015601,0,0.013389,0.0036487,1660
0.3083,0.015603,0,0.013478,0.0036512,1661
0.31038,0.015606,0,0.013568,0.0036535,1662
0.31246,0.015608,0,0.013657,0.0036558,1663
0.31454,0.01561,0,0.013746,0.0036581,1664
0.31662,0.015612,0,0.013835,0.0036602,1665
0.31871,0.015615,0,0.013924,0.0036624,1666
0.32079,0.015617,0,0.014014,0.0036644,1667
0.32287,0.015619,0,0.014103,0.0036665,1668
0.32495,0.015621,0,0.014193,0.0036684,1669
0.32703,0.015623,0,0.014282,0.0036704,1670
0.32911,0.015624,0,0.014372,0.0036723,1671
0.33119,0.015626,0,0.014461,0.0036741,1672
0.33328,0.015628,0,0.014551,0.0036759,1673
0.33536,0.01563,0,0.014641,0.0036777,1674
0.33744,0.015632,0,0.01473,0.0036794,1675
0.33952,0.015633,0,0.01482,0.003681,1676
0.3416,0.015635,0,0.01491,0.0036827,1677
0.34369,0.015636,0,0.015,0.0036843,1678
0.34577,0.015638,0,0.01509,0.0036859,1679
0.34785,0.01564,0,0.01518,0.0036874,1680
0.34993,0.015641,0,0.01527,0.0036889,1681
0.35201,0.015643,0,0.01536,0.0036904,1682
0.3541,0.015644,0,0.01545,0.0036919,1683
0.35618,0.015646,0,0.01554,0.0036933,1684
0.35826,0.015647,0,0.01563,0.0036947,1685
0.36034,0.015648,0,0.015721,0.0036961,1686
0.36242,0.01565,0,0.015811,0.0036975,1687
0.36451,0.015651,0,0.015901,0.0036988,1688
0.36659,0.015652,0,0.015992,0.0037002,1689
0.36867,0.015654,0,0.016082,0.0037015,1690
0.37075,0.015655,0,0.016173,0.0037028,1691
0.37284,0.015656,0,0.016263,0.0037041,1692
0.37492,0.015658,0,0.016354,0.0037053,1693
0.377,0.015659,0,0.016444,0.0037066,1694
0.37908,0.01566,0,0.016535,0.0037079,1695
0.38117,0.015661,0,0.016625,0.0037091,1696
0.38325,0.015663,0,0.016716,0.0037103,1697
0.38533,0.015664,0,0.016807,0.0037116,1698
0.38742,0.015665,0,0.016898,0.0037128,1699
0.3895,0.015666,0,0.016989,0.003714,1700
0.39158,0.015667,0,0.017079,0.0037152,1701
0.39366,0.015669,0,0.01717,0.0037164,1702
0.39575,0.01567,0,0.017261,0.0037177,1703
0.39783,0.015671,0,0.017352,0.0037189,1704
0.39991,0.015672,0,0.017443,0.0037201,1705
0.402,0.015674,0,0.017534,0.0037213,1706
0.40408,0.015675,0,0.017625,0.0037226,1707
0.40616,0.015676,0,0.017717,0.0037238,1708
0.40825,0.015677,0,0.017808,0.003725,1709
0.41033,0.015678,0,0.017899,0.0037263,1710
0.41241,0.01568,0,0.01799,0.0037276,1711
0.4145,0.015681,0,0.018081,0.0037288,1712
0.41658,0.015682,0,0.018173,0.0037301,1713
0.41866,0.015684,0,0.018264,0.0037314,1714
0.42075,0.015685,0,0.018355,0.0037327,1715
0.42283,0.015686,0,0.018447,0.003734,1716
0.42491,0.015688,0,0.018538,0.0037354,1717
0.427,0.015689,0,0.01863,0.0037367,1718
0.42908,0.01569,0,0.018721,0.0037381,1719
0.43116,0.015692,0,0.018813,0.0037395,1720
0.43325,0.015693,0,0.018904,0.0037409,1721
0.43533,0.015695,0,0.018996,0.0037424,1722
0.43741,0.015696,0,0.019087,0.0037438,1723
0.4395,0.015697,0,0.019179,0.0037453,1724
0.44158,0.015699,0,0.019271,0.0037468,1725
0.44366,0.015701,0,0.019362,0.0037483,1726
0.44575,0.015702,0,0.019454,0.0037499,1727
0.44783,0.015704,0,0.019546,0.0037515,1728
0.44992,0.015705,0,0.019637,0.0037531,1729
0.452,0.015707,0,0.019729,0.0037547,1730
0.45408,0.015709,0,0.019821,0.0037564,1731
0.45617,0.01571,0,0.019913,0.0037581,1732
0.45825,0.015712,0,0.020004,0.0037598,1733
0.46034,0.015714,0,0.020096,0.0037615,1734
0.46242,0.015716,0,0.020188,0.0037633,1735
0.4645,0.015717,0,0.02028,0.0037651,1736
0.46659,0.015719,0,0.020372,0.003767,1737
0.46867,0.015721,0,0.020464,0.0037689,1738
0.47075,0.015723,0,0.020556,0.0037708,1739
0.47284,0.015725,0,0.020648,0.0037728,1740
0.47492,0.015727,0,0.020739,0.0037747,1741
0.47701,0.015729,0,0.020831,0.0037768,1742
0.47909,0.015731,0,0.020923,0.0037788,1743
0.48117,0.015733,0,0.021015,0.0037809,1744
0.48326,0.015735,0,0.021107,0.003783,1745
0.48534,0.015737,0,0.021199,0.0037852,1746
0.48743,0.01574,0,0.021291,0.0037874,1747
0.48951,0.015742,0,0.021383,0.0037897,1748
0.49159,0.015744,0,0.021475,0.0037919,1749
0.49368,0.015746,0,0.021567,0.0037943,1750
0.49576,0.015749,0,0.021659,0.0037966,1751
0.49785,0.015751,0,0.021751,0.003799,1752
0.49993,0.015754,0,0.021843,0.0038015,1753
0.50201,0.015756,0,0.021935,0.0038039,1754
0.5041,0.015759,0,0.022027,0.0038064,1755
0.50618,0.015761,0,0.022119,0.003809,1756
0.50827,0.015764,0,0.022211,0.0038116,1757
0.51035,0.015766,0,0.022303,0.0038142,1758
0.51243,0.015769,0,0.022395,0.0038169,1759
0.51452,0.015772,0,0.022487,0.0038196,1760
0.5166,0.015775,0,0.022579,0.0038224,1761
0.51869,0.015777,0,0.022671,0.0038252,1762
0.52077,0.01578,0,0.022763,0.003828,1763
0.52285,0.015783,0,0.022855,0.0038308,1764
0.0020938,0.014021,0,0.00010176,7.6887e-05,1765
0,0.013944,0,0,0,1766
0.0041899,0.014103,0,0.00020584,0.00015851,1767
0.0062884,0.014188,0,0.00031235,0.00024337,1768
0.0083892,0.014274,0,0.00042106,0.00032985,1769
0.010492,0.014361,0,0.00053147,0.00041648,1770
0.012595,0.014446,0,0.00064295,0.00050211,1771
0.014699,0.01453,0,0.0007549,0.00058599,1772
0.016803,0.014612,0,0.00086679,0.00066764,1773
0.018907,0.014691,0,0.00097825,0.00074685,1774
0.021009,0.014768,0,0.001089,0.00082353,1775
0.023111,0.014842,0,0.0011988,0.00089769,1776
0.025212,0.014914,0,0.0013077,0.00096938,1777
0.027312,0.014983,0,0.0014155,0.0010387,1778
0.029411,0.01505,0,0.0015222,0.0011058,1779
0.031508,0.015115,0,0.0016278,0.0011707,1780
0.033605,0.015178,0,0.0017324,0.0012336,1781
0.0357,0.015239,0,0.0018359,0.0012945,1782
0.037795,0.015298,0,0.0019385,0.0013536,1783
0.039889,0.015355,0,0.0020401,0.0014109,1784
0.041981,0.015411,0,0.0021409,0.0014665,1785
0.044073,0.015465,0,0.0022407,0.0015206,1786
0.046165,0.015517,0,0.0023398,0.0015731,1787
0.048255,0.015568,0,0.0024381,0.0016242,1788
0.050345,0.015618,0,0.0025357,0.0016739,1789
0.052433,0.015666,0,0.0026327,0.0017222,1790
0.054522,0.015714,0,0.0027289,0.0017693,1791
0.056609,0.015759,0,0.0028246,0.0018151,1792
0.058697,0.015804,0,0.0029197,0.0018598,1793
0.060783,0.015848,0,0.0030142,0.0019033,1794
0.062869,0.01589,0,0.0031083,0.0019457,1795
0.064955,0.015931,0,0.0032018,0.0019871,1796
0.06704,0.015972,0,0.0032949,0.0020275,1797
0.069125,0.016011,0,0.0033876,0.0020668,1798
0.071209,0.016049,0,0.0034798,0.0021052,1799
0.073293,0.016087,0,0.0035717,0.0021427,1800
0.075376,0.016124,0,0.0036632,0.0021793,1801
0.07746,0.016159,0,0.0037544,0.002215,1802
0.079542,0.016194,0,0.0038452,0.0022499,1803
0.081625,0.016228,0,0.0039358,0.002284,1804
0.083707,0.016261,0,0.004026,0.0023172,1805
0.085789,0.016294,0,0.004116,0.0023497,1806
0.087871,0.016326,0,0.0042057,0.0023815,1807
0.089953,0.016357,0,0.0042952,0.0024125,1808
0.092034,0.016387,0,0.0043845,0.0024428,1809
0.094115,0.016417,0,0.0044735,0.0024724,1810
0.096196,0.016446,0,0.0045624,0.0025014,1811
0.098276,0.016474,0,0.004651,0.0025297,1812
0.10036,0.016502,0,0.0047395,0.0025573,1813
0.10244,0.016529,0,0.0048278,0.0025844,1814
0.10452,0.016555,0,0.0049159,0.0026108,1815
0.1066,0.016581,0,0.0050039,0.0026366,1816
0.10868,0.016606,0,0.0050918,0.0026619,1817
0.11076,0.016631,0,0.0051795,0.0026866,1818
0.11284,0.016655,0,0.0052671,0.0027107,1819
0.11492,0.016679,0,0.0053546,0.0027343,1820
0.117,0.016702,0,0.0054419,0.0027574,1821
0.11908,0.016724,0,0.0055292,0.0027799,1822
0.12115,0.016746,0,0.0056164,0.002802,1823
0.12323,0.016768,0,0.0057035,0.0028236,1824
0.12531,0.016789,0,0.0057905,0.0028447,1825
0.12739,0.01681,0,0.0058775,0.0028653,1826
0.12947,0.01683,0,0.0059644,0.0028855,1827
0.13155,0.016849,0,0.0060512,0.0029052,1828
0.13363,0.016869,0,0.0061379,0.0029245,1829
0.13571,0.016888,0,0.0062246,0.0029433,1830
0.13779,0.016906,0,0.0063113,0.0029618,1831
0.13986,0.016924,0,0.0063979,0.0029798,1832
0.14194,0.016942,0,0.0064845,0.0029974,1833
0.14402,0.016959,0,0.006571,0.0030146,1834
0.1461,0.016976,0,0.0066575,0.0030315,1835
0.14818,0.016992,0,0.006744,0.0030479,1836
0.15026,0.017008,0,0.0068305,0.003064,1837
0.15234,0.017024,0,0.0069169,0.0030798,1838
0.15441,0.017039,0,0.0070034,0.0030952,1839
0.15649,0.017054,0,0.0070898,0.0031102,1840
0.15857,0.017069,0,0.0071762,0.0031249,1841
0.16065,0.017084,0,0.0072626,0.0031393,1842
0.16273,0.017098,0,0.007349,0.0031533,1843
0.16481,0.017111,0,0.0074354,0.0031671,1844
0.16688,0.017125,0,0.0075218,0.0031805,1845
0.16896,0.017138,0,0.0076082,0.0031936,1846
0.17104,0.017151,0,0.0076946,0.0032064,1847
0.17312,0.017163,0,0.007781,0.0032189,1848
0.1752,0.017175,0,0.0078674,0.0032311,1849
0.17728,0.017187,0,0.0079539,0.0032431,1850
0.17936,0.017199,0,0.0080403,0.0032548,1851
0.18143,0.01721,0,0.0081268,0.0032662,1852
0.18351,0.017222,0,0.0082133,0.0032773,1853
0.18559,0.017232,0,0.0082998,0.0032882,1854
0.18767,0.017243,0,0.0083863,0.0032988,1855
0.18975,0.017253,0,0.0084729,0.0033092,1856
0.19183,0.017264,0,0.0085595,0.0033194,1857
0.19391,0.017273,0,0.0086461,0.0033293,1858
0.19598,0.017283,0,0.0087328,0.0033389,1859
0.19806,0.017293,0,0.0088194,0.0033484,1860
0.20014,0.017302,0,0.0089061,0.0033576,1861
0.20222,0.017311,0,0.0089929,0.0033666,1862
0.2043,0.01732,0,0.0090796,0.0033754,1863
0.20638,0.017328,0,0.0091664,0.003384,1864
