"disp:0","disp:1","mesh_model_coordinates:0","mesh_model_coordinates:1","mesh_model_coordinates:2","stress_x:0","stress_x:1","stress_y:0","stress_y:1"
0.018991,-0.0066296,0.16101,0.25,0,0.99933,0.012596,0.012596,0.00018361
0.018922,-0.0065997,0.15854,0.24596,0,0.99971,0.012469,0.012469,0.00020447
0.018736,-0.0067003,0.1557,0.25,0,0.99966,0.012546,0.012546,0.00018028
0.018671,-0.0066691,0.1533,0.24595,0,1,0.012408,0.012408,0.00019961
0.018496,-0.0067666,0.15071,0.25,0,1,0.012498,0.012498,0.00017536
0.018435,-0.0067341,0.14838,0.24594,0,1.0004,0.01235,0.01235,0.00019425
0.018241,-0.0068368,0.1454,0.25,0,1.0004,0.012451,0.012451,0.00017598
0.018183,-0.006803,0.14316,0.24593,0,1.0008,0.012295,0.012295,0.00019219
0.017982,-0.006908,0.14001,0.25,0,1.0008,0.012407,0.012407,0.00017533
0.017928,-0.0068728,0.13784,0.24592,0,1.0012,0.012246,0.012246,0.00018906
0.017722,-0.006979,0.1346,0.25,0,1.0013,0.012368,0.012368,0.00017351
0.017672,-0.0069424,0.13252,0.2459,0,1.0017,0.012202,0.012202,0.00018489
0.017462,-0.0070498,0.1292,0.25,0,1.0018,0.012332,0.012332,0.00017141
0.017416,-0.0070118,0.12721,0.24589,0,1.0021,0.012165,0.012165,0.00018038
0.017202,-0.0071204,0.1238,0.25,0,1.0022,0.012301,0.012301,0.00016921
0.01716,-0.007081,0.12189,0.24588,0,1.0026,0.012135,0.012135,0.00017575
0.016942,-0.0071908,0.1184,0.25,0,1.0027,0.012274,0.012274,0.00016697
0.016904,-0.0071501,0.11657,0.24587,0,1.003,0.012111,0.012111,0.00017108
0.016682,-0.0072611,0.113,0.25,0,1.0032,0.012252,0.012252,0.00016478
0.016648,-0.0072189,0.11125,0.24586,0,1.0035,0.012095,0.012095,0.0001665
0.016421,-0.0073311,0.1076,0.25,0,1.0036,0.012234,0.012234,0.00016291
0.016391,-0.0072876,0.10593,0.24584,0,1.0039,0.012085,0.012085,0.00016224
0.016161,-0.0074009,0.1022,0.25,0,1.004,0.012221,0.012221,0.00016186
0.016135,-0.0073561,0.10062,0.24583,0,1.0043,0.012082,0.012082,0.00015822
0.015904,-0.0074695,0.096886,0.25,0,1.0044,0.012214,0.012214,0.00015841
0.015883,-0.0074234,0.095385,0.24582,0,1.0047,0.012087,0.012087,0.00015268
0.015664,-0.0075338,0.091898,0.25,0,1.0047,0.01221,0.01221,0.00015463
0.015645,-0.0074866,0.090466,0.24581,0,1.005,0.012097,0.012097,0.00014745
0.015407,-0.0076021,0.086589,0.25,0,1.0051,0.012208,0.012208,0.0001538
0.015393,-0.0075536,0.085237,0.2458,0,1.0053,0.012114,0.012114,0.00014438
0.015147,-0.0076713,0.081193,0.25,0,1.0053,0.012212,0.012212,0.00015317
0.015136,-0.0076216,0.079924,0.24578,0,1.0055,0.012137,0.012137,0.00014149
0.014887,-0.0077404,0.075808,0.25,0,1.0055,0.012219,0.012219,0.00015163
0.01488,-0.0076893,0.074622,0.24577,0,1.0057,0.012167,0.012167,0.00013804
0.014637,-0.0078065,0.070641,0.25,0,1.0057,0.012229,0.012229,0.00014981
0.014634,-0.0077543,0.06953,0.24576,0,1.0058,0.012201,0.012201,0.00013458
0.014388,-0.0078723,0.065494,0.25,0,1.0057,0.012241,0.012241,0.00014825
0.014389,-0.0078189,0.064457,0.24575,0,1.0059,0.01224,0.01224,0.00013159
0.014147,-0.0079359,0.060509,0.25,0,1.0057,0.012256,0.012256,0.00014709
0.014151,-0.0078815,0.059541,0.24574,0,1.0059,0.012283,0.012283,0.00012922
0.013898,-0.0080017,0.055351,0.25,0,1.0056,0.012273,0.012273,0.00014653
0.013906,-0.0079461,0.054458,0.24573,0,1.0058,0.01233,0.01233,0.00012753
0.013649,-0.0080674,0.050197,0.25,0,1.0055,0.012292,0.012292,0.00014626
0.01366,-0.0080106,0.049378,0.24571,0,1.0056,0.012382,0.012382,0.00012632
0.013389,-0.0081358,0.044818,0.25,0,1.0052,0.012312,0.012312,0.0001461
0.013404,-0.0080778,0.044082,0.2457,0,1.0053,0.012439,0.012439,0.00012543
0.013128,-0.0082044,0.039417,0.25,0,1.0048,0.012334,0.012334,0.00014591
0.013148,-0.0081452,0.038764,0.24569,0,1.005,0.012499,0.012499,0.00012479
0.012867,-0.008273,0.034015,0.25,0,1.0043,0.012356,0.012356,0.00014607
0.012891,-0.0082126,0.033445,0.24568,0,1.0045,0.012561,0.012561,0.00012468
0.012607,-0.0083415,0.028614,0.25,0,1.0038,0.012378,0.012378,0.00014614
0.012634,-0.0082798,0.028127,0.24567,0,1.0039,0.012626,0.012626,0.0001249
0.012346,-0.0084098,0.023213,0.25,0,1.0031,0.0124,0.0124,0.00014672
0.012378,-0.008347,0.022809,0.24565,0,1.0032,0.012693,0.012693,0.00012579
0.026436,-0.0017214,0.24138,-0.0066694,0,1.0003,0.0065261,0.0065261,0.071193
0.026363,-0.0017817,0.24142,-0.0017708,0,1.0003,0.0068298,0.0068298,0.067085
0.026286,-0.0018454,0.24146,0.0033208,0,1.0002,0.0071539,0.0071539,0.063113
0.026211,-0.0019094,0.24149,0.0083664,0,1.0002,0.0074758,0.0074758,0.059192
0.026131,-0.0019781,0.24153,0.013697,0,1.0002,0.0077983,0.0077983,0.05531
0.026051,-0.0020473,0.24157,0.019004,0,1.0002,0.0081136,0.0081136,0.051577
0.025977,-0.0021132,0.2416,0.023991,0,1.0002,0.0084143,0.0084143,0.048057
0.0259,-0.0021829,0.24164,0.029197,0,1.0001,0.008707,0.008707,0.044633
0.02582,-0.0022552,0.24168,0.034542,0,1.0001,0.0089953,0.0089953,0.041286
0.025743,-0.002327,0.24171,0.039788,0,1.0001,0.0092716,0.0092716,0.038142
0.025671,-0.0023945,0.24175,0.044676,0,1.0001,0.0095328,0.0095328,0.035199
0.025594,-0.0024681,0.24179,0.049945,0,1.0001,0.009787,0.009787,0.032324
0.025515,-0.0025436,0.24182,0.055304,0,1,0.010037,0.010037,0.029516
0.025438,-0.0026198,0.24186,0.060666,0,1,0.010278,0.010278,0.02684
0.02536,-0.0026967,0.2419,0.066028,0,1,0.010509,0.010509,0.024307
0.025283,-0.0027742,0.24194,0.07139,0,1,0.010729,0.010729,0.021917
0.025206,-0.0028523,0.24197,0.076752,0,0.99998,0.010937,0.010937,0.019669
0.02513,-0.0029306,0.24201,0.082099,0,0.99997,0.011132,0.011132,0.017582
0.025058,-0.0030063,0.24205,0.087229,0,0.99995,0.011314,0.011314,0.015677
0.024987,-0.0030807,0.24208,0.092253,0,0.99994,0.011482,0.011482,0.01394
0.024919,-0.0031537,0.24212,0.097148,0,0.99993,0.011639,0.011639,0.012331
0.024848,-0.00323,0.24216,0.10225,0,0.99992,0.011786,0.011786,0.01083
0.024781,-0.0033031,0.24219,0.1071,0,0.99991,0.011925,0.011925,0.009454
0.024715,-0.0033764,0.24223,0.11196,0,0.9999,0.012056,0.012056,0.0081729
0.024643,-0.0034555,0.24227,0.11718,0,0.99989,0.01218,0.01218,0.0069602
0.024575,-0.0035325,0.2423,0.12224,0,0.99988,0.012297,0.012297,0.0058454
0.024506,-0.00361,0.24234,0.12732,0,0.99987,0.012407,0.012407,0.0048447
0.024441,-0.0036845,0.24238,0.13219,0,0.99987,0.012509,0.012509,0.0039467
0.024374,-0.0037619,0.24241,0.13724,0,0.99986,0.012603,0.012603,0.0031318
0.024306,-0.0038397,0.24245,0.14229,0,0.99986,0.012691,0.012691,0.002403
0.024242,-0.0039146,0.24249,0.14716,0,0.99985,0.012773,0.012773,0.0017581
0.024174,-0.0039951,0.24252,0.15237,0,0.99985,0.012849,0.012849,0.0011854
0.024109,-0.0040722,0.24256,0.15736,0,0.99984,0.01292,0.01292,0.00069549
0.024045,-0.0041474,0.2426,0.16221,0,0.99984,0.012986,0.012986,0.00028377
0.02398,-0.0042262,0.24264,0.1673,0,0.99983,0.013046,0.013046,-6.4126e-05
0.023914,-0.0043046,0.24267,0.17235,0,0.99983,0.013102,0.013102,-0.00034943
0.023847,-0.0043856,0.24271,0.17757,0,0.99983,0.013154,0.013154,-0.00057064
0.023784,-0.0044624,0.24275,0.18251,0,0.99983,0.013202,0.013202,-0.00073027
0.023718,-0.0045434,0.24278,0.18773,0,0.99982,0.013245,0.013245,-0.00083369
0.023656,-0.0046194,0.24282,0.19262,0,0.99982,0.013283,0.013283,-0.00088537
0.023594,-0.0046949,0.24286,0.19748,0,0.99982,0.013317,0.013317,-0.00089133
0.023531,-0.004773,0.24289,0.2025,0,0.99982,0.013345,0.013345,-0.00085542
0.023464,-0.0048556,0.24293,0.20782,0,0.99981,0.013367,0.013367,-0.00078122
0.023399,-0.0049355,0.24297,0.21296,0,0.99981,0.013383,0.013383,-0.00067726
0.023336,-0.005014,0.243,0.21801,0,0.9998,0.013389,0.013389,-0.00055132
0.023271,-0.0050949,0.24304,0.22322,0,0.99979,0.013385,0.013385,-0.00041202
0.023209,-0.0051713,0.24308,0.22815,0,0.99978,0.01337,0.01337,-0.00027127
0.023138,-0.0052484,0.24287,0.2329,0,0.99977,0.013345,0.013345,-0.00013899
0.023068,-0.0053233,0.24266,0.23752,0,0.99976,0.013306,0.013306,-2.271e-05
0.022996,-0.0054018,0.24245,0.24237,0,0.99972,0.013287,0.013287,5.9563e-05
0.022755,-0.0054706,0.23742,0.24234,0,0.99964,0.013319,0.013319,0.00010451
0.022509,-0.0055406,0.2323,0.24232,0,0.99953,0.013359,0.013359,0.00013647
0.022272,-0.0056084,0.22735,0.2423,0,0.99941,0.013371,0.013371,0.00016691
0.022027,-0.0056781,0.22225,0.24227,0,0.99928,0.013357,0.013357,0.00019353
0.021785,-0.0057472,0.2172,0.24225,0,0.99917,0.013319,0.013319,0.00021562
0.021545,-0.0058154,0.2122,0.24223,0,0.99907,0.013261,0.013261,0.00023394
0.021296,-0.0058864,0.20699,0.2422,0,0.99901,0.013188,0.013188,0.00024805
0.021054,-0.005955,0.20194,0.24218,0,0.99897,0.013103,0.013103,0.00025846
0.020814,-0.0060229,0.19694,0.24215,0,0.99897,0.013009,0.013009,0.00026645
0.020564,-0.0060934,0.19173,0.24213,0,0.99902,0.012909,0.012909,0.00027103
0.020322,-0.0061615,0.18669,0.24211,0,0.9991,0.012805,0.012805,0.00027312
0.020082,-0.0062288,0.18168,0.24208,0,0.99923,0.012699,0.012699,0.00027453
0.019832,-0.0062988,0.17646,0.24206,0,0.9994,0.012593,0.012593,0.00027431
0.019581,-0.0063688,0.17123,0.24204,0,0.99961,0.012488,0.012488,0.00027075
0.019334,-0.0064374,0.16608,0.24201,0,0.99986,0.012388,0.012388,0.00026501
0.019102,-0.0065018,0.16123,0.24199,0,1.0001,0.012295,0.012295,0.00025956
0.018854,-0.00657,0.15608,0.24196,0,1.0005,0.012206,0.012206,0.00025284
0.018607,-0.006638,0.15093,0.24194,0,1.0008,0.012124,0.012124,0.000244
0.018374,-0.0067018,0.14608,0.24192,0,1.0012,0.01205,0.01205,0.00023542
0.018126,-0.0067694,0.14093,0.24189,0,1.0016,0.011984,0.011984,0.00022704
0.017875,-0.0068378,0.1357,0.24187,0,1.002,0.011926,0.011926,0.00021762
0.017623,-0.006906,0.13046,0.24185,0,1.0024,0.011877,0.011877,0.00020728
0.017371,-0.0069741,0.12523,0.24182,0,1.0028,0.011839,0.011839,0.00019647
0.017119,-0.0070419,0.11999,0.2418,0,1.0033,0.011812,0.011812,0.00018541
0.016867,-0.0071096,0.11476,0.24177,0,1.0037,0.011797,0.011797,0.00017428
0.016614,-0.0071771,0.10952,0.24175,0,1.0041,0.011793,0.011793,0.00016324
0.016362,-0.0072445,0.10429,0.24173,0,1.0045,0.011801,0.011801,0.00015235
0.01611,-0.0073117,0.099053,0.2417,0,1.0049,0.01182,0.01182,0.00014118
0.015861,-0.0073777,0.093898,0.24168,0,1.0052,0.01185,0.01185,0.00012992
0.015627,-0.0074398,0.089047,0.24166,0,1.0055,0.01189,0.01189,0.00011972
0.015378,-0.0075055,0.083897,0.24163,0,1.0058,0.011941,0.011941,0.00011056
0.015126,-0.0075722,0.078666,0.24161,0,1.006,0.012005,0.012005,0.00010156
0.014873,-0.0076387,0.073447,0.24158,0,1.0061,0.012079,0.012079,9.2654e-05
0.014631,-0.0077025,0.068428,0.24156,0,1.0062,0.012161,0.012161,8.4349e-05
0.01439,-0.007766,0.06343,0.24154,0,1.0063,0.012251,0.012251,7.6936e-05
0.014155,-0.0078275,0.058581,0.24151,0,1.0062,0.012348,0.012348,7.0556e-05
0.013913,-0.007891,0.053573,0.24149,0,1.0061,0.012454,0.012454,6.511e-05
0.013672,-0.0079544,0.048567,0.24147,0,1.006,0.01257,0.01257,6.0509e-05
0.01342,-0.0080203,0.043352,0.24144,0,1.0057,0.012696,0.012696,5.6702e-05
0.013167,-0.0080865,0.038116,0.24142,0,1.0053,0.01283,0.01283,5.3689e-05
0.012914,-0.0081527,0.032881,0.24139,0,1.0049,0.01297,0.01297,5.1757e-05
0.012662,-0.0082187,0.027645,0.24137,0,1.0043,0.013115,0.013115,5.0934e-05
0.012409,-0.0082846,0.022408,0.24134,0,1.0037,0.01327,0.01327,5.0803e-05
0.026235,-0.0017872,0.23713,-0.0065369,0,1.0006,0.0029055,0.0029055,0.070271
0.026163,-0.0018467,0.23719,-0.0017033,0,1.0006,0.0033073,0.0033073,0.066376
0.026088,-0.0019093,0.23724,0.0033162,0,1.0006,0.0037436,0.0037436,0.062609
0.026014,-0.0019723,0.2373,0.0082914,0,1.0006,0.0041813,0.0041813,0.058886
0.025936,-0.0020397,0.23735,0.013541,0,1.0005,0.004623,0.004623,0.055197
0.025859,-0.0021076,0.23741,0.018769,0,1.0005,0.0050562,0.0050562,0.051643
0.025786,-0.0021723,0.23746,0.023687,0,1.0005,0.0054739,0.0054739,0.048286
0.02571,-0.0022406,0.23752,0.028817,0,1.0005,0.0058875,0.0058875,0.045014
0.025633,-0.0023115,0.23757,0.03408,0,1.0004,0.0062981,0.0062981,0.04181
0.025557,-0.0023818,0.23763,0.039249,0,1.0004,0.0066919,0.0066919,0.038793
0.025487,-0.002448,0.23768,0.044072,0,1.0004,0.0070689,0.0070689,0.035963
0.025412,-0.00252,0.23774,0.049262,0,1.0003,0.0074426,0.0074426,0.033192
0.025335,-0.0025939,0.23779,0.054539,0,1.0003,0.0078122,0.0078122,0.030479
0.025259,-0.0026684,0.23785,0.059819,0,1.0003,0.0081715,0.0081715,0.027889
0.025183,-0.0027436,0.2379,0.065099,0,1.0003,0.0085187,0.0085187,0.02543
0.025108,-0.0028193,0.23796,0.07038,0,1.0002,0.0088529,0.0088529,0.023103
0.025033,-0.0028956,0.23801,0.07566,0,1.0002,0.0091736,0.0091736,0.020907
0.024959,-0.0029722,0.23807,0.080925,0,1.0002,0.0094779,0.0094779,0.018861
0.024888,-0.0030462,0.23812,0.085981,0,1.0001,0.0097631,0.0097631,0.016985
0.02482,-0.0031191,0.23818,0.090936,0,1.0001,0.01003,0.01003,0.015267
0.024753,-0.0031905,0.23823,0.095766,0,1.0001,0.010283,0.010283,0.013669
0.024684,-0.0032652,0.23829,0.10079,0,1.0001,0.010525,0.010525,0.01217
0.024618,-0.0033367,0.23834,0.10559,0,1.0001,0.010752,0.010752,0.01079
0.024553,-0.0034085,0.2384,0.11038,0,1,0.01097,0.01097,0.0094985
0.024484,-0.0034859,0.23845,0.11552,0,1,0.011182,0.011182,0.0082689
0.024417,-0.0035612,0.23851,0.12051,0,1,0.011383,0.011383,0.0071317
0.02435,-0.0036371,0.23856,0.12552,0,1,0.011571,0.011571,0.0061037
0.024286,-0.0037101,0.23862,0.13033,0,0.99998,0.011748,0.011748,0.0051731
0.024221,-0.0037859,0.23867,0.1353,0,0.99997,0.011916,0.011916,0.0043203
0.024155,-0.003862,0.23873,0.14029,0,0.99996,0.012074,0.012074,0.0035485
0.024092,-0.0039355,0.23878,0.14509,0,0.99994,0.012223,0.012223,0.002857
0.024026,-0.0040143,0.23884,0.15022,0,0.99993,0.012365,0.012365,0.0022329
0.023962,-0.0040898,0.23889,0.15514,0,0.99992,0.012496,0.012496,0.0016882
0.023901,-0.0041635,0.23895,0.15994,0,0.99991,0.012619,0.012619,0.0012194
0.023836,-0.0042407,0.239,0.16495,0,0.9999,0.012735,0.012735,0.00081004
0.023773,-0.0043176,0.23906,0.16993,0,0.9999,0.012844,0.012844,0.00045915
0.023708,-0.004397,0.23911,0.17507,0,0.99989,0.012945,0.012945,0.00016975
0.023646,-0.0044723,0.23917,0.17995,0,0.99988,0.013039,0.013039,-5.9803e-05
0.023581,-0.0045518,0.23922,0.18509,0,0.99987,0.013124,0.013124,-0.00023505
0.023521,-0.0046264,0.23928,0.18991,0,0.99987,0.013201,0.013201,-0.00035891
0.023461,-0.0047005,0.23933,0.19471,0,0.99986,0.01327,0.01327,-0.00043712
0.023399,-0.0047772,0.23939,0.19967,0,0.99985,0.013331,0.013331,-0.0004762
0.023334,-0.0048582,0.23944,0.2049,0,0.99984,0.013384,0.013384,-0.00047846
0.023271,-0.0049366,0.2395,0.20997,0,0.99983,0.013425,0.013425,-0.00044822
0.02321,-0.0050137,0.23955,0.21495,0,0.99982,0.013453,0.013453,-0.00039145
0.023146,-0.0050932,0.23961,0.22009,0,0.9998,0.013467,0.013467,-0.00031539
0.023086,-0.0051683,0.23966,0.22494,0,0.99978,0.013467,0.013467,-0.00022739
0.023013,-0.0052439,0.23935,0.22951,0,0.99975,0.013452,0.013452,-0.00013454
0.022941,-0.0053174,0.23904,0.23395,0,0.99973,0.013421,0.013421,-4.557e-05
0.022866,-0.0053943,0.23873,0.2386,0,0.99968,0.013402,0.013402,3.361e-05
0.022628,-0.0054619,0.23377,0.23857,0,0.99961,0.013423,0.013423,9.9659e-05
0.022387,-0.0055307,0.22873,0.23853,0,0.99952,0.013446,0.013446,0.00015502
0.022152,-0.0055973,0.22385,0.2385,0,0.99944,0.013436,0.013436,0.00020384
0.021912,-0.0056658,0.21883,0.23846,0,0.99937,0.013397,0.013397,0.00024531
0.021673,-0.0057336,0.21385,0.23843,0,0.99932,0.013333,0.013333,0.00027904
0.021437,-0.0058006,0.20892,0.23839,0,0.99929,0.013248,0.013248,0.00030599
0.021192,-0.0058701,0.2038,0.23836,0,0.99929,0.013146,0.013146,0.0003267
0.020953,-0.0059375,0.19882,0.23832,0,0.99932,0.013033,0.013033,0.00034161
0.020717,-0.0060041,0.19389,0.23828,0,0.99938,0.012911,0.012911,0.00035168
0.020471,-0.0060732,0.18877,0.23825,0,0.99949,0.012782,0.012782,0.00035732
0.020233,-0.0061399,0.1838,0.23821,0,0.99962,0.01265,0.01265,0.00035946
0.019997,-0.006206,0.17886,0.23818,0,0.9998,0.012519,0.012519,0.00035867
0.01975,-0.0062746,0.17373,0.23814,0,1,0.012388,0.012388,0.00035434
0.019503,-0.0063431,0.16858,0.23811,0,1.0003,0.01226,0.01226,0.00034648
0.01926,-0.0064105,0.1635,0.23807,0,1.0005,0.012139,0.012139,0.00033663
0.019031,-0.0064736,0.15872,0.23804,0,1.0008,0.012027,0.012027,0.00032528
0.018787,-0.0065405,0.15365,0.238,0,1.0012,0.011923,0.011923,0.00031161
0.018543,-0.0066071,0.14858,0.23796,0,1.0015,0.011828,0.011828,0.00029654
0.018314,-0.0066697,0.1438,0.23793,0,1.0019,0.011744,0.011744,0.00028096
0.01807,-0.0067359,0.13872,0.23789,0,1.0023,0.011671,0.011671,0.00026417
0.017822,-0.006803,0.13358,0.23786,0,1.0027,0.01161,0.01161,0.00024594
0.017574,-0.0068699,0.12842,0.23782,0,1.0031,0.011561,0.011561,0.00022666
0.017326,-0.0069366,0.12327,0.23779,0,1.0035,0.011527,0.011527,0.0002067
0.017078,-0.0070031,0.11811,0.23775,0,1.004,0.011508,0.011508,0.00018631
0.01683,-0.0070695,0.11296,0.23772,0,1.0044,0.011504,0.011504,0.0001657
0.016581,-0.0071357,0.1078,0.23768,0,1.0048,0.011516,0.011516,0.00014504
0.016333,-0.0072017,0.10265,0.23765,0,1.0051,0.011543,0.011543,0.00012431
0.016084,-0.0072676,0.097501,0.23761,0,1.0055,0.011586,0.011586,0.00010355
0.01584,-0.0073324,0.092424,0.23757,0,1.0058,0.011642,0.011642,8.3489e-05
0.015609,-0.0073933,0.087641,0.23754,0,1.0061,0.011712,0.011712,6.4673e-05
0.015364,-0.0074578,0.082569,0.2375,0,1.0063,0.011799,0.011799,4.6436e-05
0.015115,-0.0075233,0.07742,0.23747,0,1.0065,0.011902,0.011902,2.8396e-05
0.014867,-0.0075885,0.072282,0.23743,0,1.0066,0.012019,0.012019,1.1037e-05
0.014628,-0.0076511,0.067337,0.2374,0,1.0067,0.012146,0.012146,-5.0945e-06
0.01439,-0.0077135,0.062412,0.23736,0,1.0067,0.012284,0.012284,-1.9824e-05
0.014159,-0.0077739,0.057631,0.23733,0,1.0067,0.012433,0.012433,-3.3106e-05
0.013921,-0.0078363,0.052695,0.23729,0,1.0066,0.012595,0.012595,-4.5106e-05
0.013683,-0.0078986,0.047763,0.23726,0,1.0064,0.01277,0.01277,-5.5862e-05
0.013435,-0.0079634,0.042629,0.23722,0,1.0062,0.01296,0.01296,-6.5304e-05
0.013186,-0.0080283,0.037475,0.23718,0,1.0058,0.013162,0.013162,-7.3329e-05
0.012937,-0.0080933,0.032321,0.23715,0,1.0054,0.013373,0.013373,-7.9525e-05
0.012689,-0.0081581,0.027167,0.23711,0,1.0049,0.013593,0.013593,-8.3912e-05
0.01244,-0.0082226,0.022011,0.23706,0,1.0043,0.013827,0.013827,-8.7995e-05
0.026035,-0.0018509,0.23292,-0.0064056,0,1.0011,-0.00054081,-0.00054081,0.069206
0.025965,-0.0019095,0.23299,-0.0016365,0,1.0011,-4.8642e-05,-4.8642e-05,0.065513
0.025892,-0.0019712,0.23307,0.0033117,0,1.001,0.00048872,0.00048872,0.061942
0.02582,-0.0020331,0.23314,0.0082171,0,1.001,0.0010311,0.0010311,0.05841
0.025744,-0.0020993,0.23321,0.013387,0,1.001,0.0015803,0.0015803,0.054906
0.025668,-0.0021661,0.23329,0.018535,0,1.0009,0.0021208,0.0021208,0.051526
0.025597,-0.0022296,0.23336,0.023386,0,1.0009,0.0026451,0.0026451,0.048326
0.025523,-0.0022966,0.23343,0.02844,0,1.0009,0.0031676,0.0031676,0.045203
0.025447,-0.0023661,0.2335,0.033623,0,1.0008,0.0036888,0.0036888,0.04214
0.025373,-0.002435,0.23358,0.038714,0,1.0008,0.0041905,0.0041905,0.03925
0.025305,-0.0025,0.23365,0.043474,0,1.0007,0.0046733,0.0046733,0.036531
0.025231,-0.0025705,0.23372,0.048586,0,1.0007,0.0051551,0.0051551,0.033866
0.025157,-0.0026428,0.2338,0.053782,0,1.0007,0.0056344,0.0056344,0.031252
0.025082,-0.0027157,0.23387,0.05898,0,1.0006,0.0061021,0.0061021,0.028749
0.025009,-0.0027893,0.23394,0.064179,0,1.0006,0.0065561,0.0065561,0.026368
0.024935,-0.0028634,0.23402,0.069378,0,1.0005,0.0069957,0.0069957,0.024108
0.024862,-0.002938,0.23409,0.074577,0,1.0005,0.0074202,0.0074202,0.021969
0.02479,-0.0030129,0.23416,0.079762,0,1.0005,0.0078253,0.0078253,0.019969
0.024721,-0.0030853,0.23423,0.084745,0,1.0004,0.0082068,0.0082068,0.018128
0.024653,-0.0031567,0.23431,0.089631,0,1.0004,0.0085657,0.0085657,0.016436
0.024588,-0.0032266,0.23438,0.094397,0,1.0004,0.0089086,0.0089086,0.014855
0.024521,-0.0032997,0.23445,0.09935,0,1.0003,0.009238,0.009238,0.013367
0.024457,-0.0033698,0.23453,0.10408,0,1.0003,0.0095496,0.0095496,0.011989
0.024394,-0.0034401,0.2346,0.10881,0,1.0003,0.00985,0.00985,0.010695
0.024326,-0.0035157,0.23467,0.11388,0,1.0002,0.010144,0.010144,0.0094578
0.02426,-0.0035895,0.23475,0.1188,0,1.0002,0.010424,0.010424,0.0083064
0.024195,-0.0036638,0.23482,0.12373,0,1.0002,0.010687,0.010687,0.0072585
0.024133,-0.0037354,0.23489,0.12848,0,1.0002,0.010936,0.010936,0.0063033
0.024069,-0.0038096,0.23496,0.13338,0,1.0001,0.011174,0.011174,0.0054211
0.024005,-0.0038841,0.23504,0.1383,0,1.0001,0.011399,0.011399,0.0046152
0.023944,-0.0039561,0.23511,0.14304,0,1.0001,0.011613,0.011613,0.0038852
0.023879,-0.0040333,0.23518,0.1481,0,1.0001,0.011817,0.011817,0.0032186
0.023817,-0.0041073,0.23526,0.15295,0,1.0001,0.012007,0.012007,0.0026277
0.023757,-0.0041796,0.23533,0.15768,0,1,0.012185,0.012185,0.0021099
0.023695,-0.0042552,0.2354,0.16262,0,1,0.012354,0.012354,0.001648
0.023633,-0.0043306,0.23548,0.16754,0,1,0.012515,0.012515,0.0012407
0.023569,-0.0044084,0.23555,0.1726,0,0.99999,0.012665,0.012665,0.00089208
0.023509,-0.0044823,0.23562,0.17741,0,0.99997,0.012804,0.012804,0.00060125
0.023446,-0.0045601,0.23569,0.18247,0,0.99996,0.012932,0.012932,0.00036301
0.023387,-0.0046334,0.23577,0.18723,0,0.99994,0.013048,0.013048,0.00017576
0.023329,-0.0047062,0.23584,0.19197,0,0.99993,0.013152,0.013152,3.374e-05
0.023269,-0.0047815,0.23591,0.19685,0,0.99991,0.013248,0.013248,-7.1303e-05
0.023206,-0.0048609,0.23599,0.20201,0,0.9999,0.013333,0.013333,-0.00014113
0.023144,-0.0049378,0.23606,0.207,0,0.99988,0.013404,0.013404,-0.00017683
0.023084,-0.0050135,0.23613,0.21191,0,0.99986,0.013458,0.013458,-0.0001829
0.023023,-0.0050915,0.23621,0.21697,0,0.99983,0.013496,0.013496,-0.00016552
0.022965,-0.0051653,0.23628,0.22177,0,0.9998,0.013516,0.013516,-0.00012776
0.022888,-0.0052394,0.23587,0.22615,0,0.99976,0.013519,0.013519,-7.4239e-05
0.022814,-0.0053115,0.23545,0.23041,0,0.99972,0.013504,0.013504,-1.6617e-05
0.022736,-0.0053869,0.23504,0.23487,0,0.99967,0.013489,0.013489,5.097e-05
0.022503,-0.0054533,0.23016,0.23483,0,0.99961,0.013493,0.013493,0.00013096
0.022265,-0.0055209,0.22519,0.23478,0,0.99956,0.013487,0.013487,0.00020629
0.022034,-0.0055863,0.22038,0.23473,0,0.99953,0.013447,0.013447,0.00027074
0.021797,-0.0056535,0.21543,0.23468,0,0.99951,0.013379,0.013379,0.00032461
0.021563,-0.00572,0.21053,0.23464,0,0.99952,0.013286,0.013286,0.00036792
0.02133,-0.0057858,0.20568,0.23459,0,0.99955,0.013173,0.013173,0.0004019
0.021088,-0.005854,0.20063,0.23454,0,0.9996,0.013043,0.013043,0.00042751
0.020854,-0.0059201,0.19573,0.2345,0,0.99969,0.012903,0.012903,0.00044521
0.020621,-0.0059854,0.19087,0.23445,0,0.99981,0.012755,0.012755,0.00045617
0.020379,-0.0060531,0.18583,0.2344,0,0.99996,0.012602,0.012602,0.00046128
0.020145,-0.0061185,0.18093,0.23435,0,1.0001,0.012448,0.012448,0.00046126
0.019912,-0.0061833,0.17607,0.23431,0,1.0004,0.012296,0.012296,0.00045643
0.019669,-0.0062505,0.17102,0.23426,0,1.0006,0.012145,0.012145,0.0004468
0.019426,-0.0063177,0.16595,0.23421,0,1.0009,0.011999,0.011999,0.00043303
0.019186,-0.0063836,0.16095,0.23417,0,1.0012,0.011863,0.011863,0.00041647
0.01896,-0.0064456,0.15624,0.23412,0,1.0015,0.011739,0.011739,0.00039731
0.01872,-0.0065111,0.15124,0.23407,0,1.0019,0.011624,0.011624,0.0003752
0.018481,-0.0065764,0.14625,0.23403,0,1.0022,0.011521,0.011521,0.00035132
